DISTRICT,EN,YEAR,SEATS,PROP,Category
PORTLAND,25440,1976,1,25440,RURAL
PORTLAND,25746,1979,1,25746,RURAL
PORTLAND,26521,1982,1,26521,RURAL
PORTLAND,28857,1985,1,28857,RURAL
MELBOURNE,41000,1999,1,41000,URBAN
PORTLAND,29347,1988,1,29347,RURAL
PORTLAND,30939,1992,1,30939,RURAL
PORTLAND,30201,1996,1,30201,RURAL
PORTLAND,29156,1999,1,29156,RURAL
PRESTON,23932,1945,1,23932,URBAN
PRESTON,26283,1947,1,26283,URBAN
PRESTON,27934,1950,1,27934,URBAN
MORNINGTON,36840,1999,1,36840,RURAL
PRESTON,30547,1952,1,30547,URBAN
PRESTON,23434,1955,1,23434,URBAN
PRESTON,25974,1958,1,25974,URBAN
PRESTON,26512,1961,1,26512,URBAN
PRESTON,25958,1964,1,25958,URBAN
PRESTON,26053,1967,1,26053,URBAN
PRESTON,24293,1970,1,24293,URBAN
PRESTON,25691,1973,1,25691,URBAN
POLWARTH,33217,1999,1,33217,RURAL
PRESTON,29026,1976,1,29026,URBAN
PRAHRAN,39089,1999,1,39089,URBAN
PRESTON,27267,1979,1,27267,URBAN
RICHMOND,41466,1999,1,41466,URBAN
PRESTON,26739,1982,1,26739,URBAN
RODNEY,32526,1999,1,32526,RURAL
PRESTON,32004,1985,1,32004,URBAN
PRESTON,30189,1988,1,30189,URBAN
PRESTON,33116,1992,1,33116,URBAN
PRESTON,33126,1996,1,33126,URBAN
PRESTON,33794,1999,1,33794,URBAN
PRESTON,38208,2002,1,38208,URBAN
PRESTON,37858,2006,1,37858,URBAN
PRESTON,38662,2010,1,38662,URBAN
PRESTON,42297,2014,1,42297,URBAN
PRESTON,45253,2018,1,45253,URBAN
PUBLIC OFFICERS,3928,1904,1,3928,URBAN
WARRNAMBOOL,34226,1999,1,34226,RURAL
RAINBOW,12622,1945,1,12622,RURAL
WILLIAMSTOWN,34501,1999,1,34501,URBAN
RAINBOW,12531,1947,1,12531,RURAL
RAINBOW,12354,1950,1,12354,RURAL
ALBERT PARK,38726,2002,1,38726,URBAN
RAINBOW,12365,1952,1,12365,RURAL
BALLARAT EAST,36480,2002,1,36480,METRO
BALLARAT WEST,39714,2002,1,39714,METRO
RESERVOIR,23582,1955,1,23582,URBAN
RESERVOIR,25172,1958,1,25172,URBAN
RESERVOIR,27588,1961,1,27588,URBAN
BENALLA,34690,2002,1,34690,RURAL
BENAMBRA,34122,2002,1,34122,RURAL
BENDIGO EAST,35520,2002,1,35520,METRO
BENDIGO WEST,38420,2002,1,38420,METRO
RESERVOIR,28648,1964,1,28648,URBAN
RESERVOIR,25668,1967,1,25668,URBAN
BRIGHTON,36505,2002,1,36505,URBAN
RESERVOIR,26854,1970,1,26854,URBAN
BRUNSWICK,37972,2002,1,37972,URBAN
RESERVOIR,31004,1973,1,31004,URBAN
RESERVOIR,29532,1976,1,29532,URBAN
RESERVOIR,30020,1979,1,30020,URBAN
RESERVOIR,29990,1982,1,29990,URBAN
RESERVOIR,30527,1985,1,30527,URBAN
RESERVOIR,30069,1988,1,30069,URBAN
RINGWOOD,28074,1958,1,28074,URBAN
DANDENONG,35517,2002,1,35517,RURAL
RINGWOOD,35337,1961,1,35337,URBAN
RINGWOOD,40985,1964,1,40985,URBAN
RINGWOOD,26666,1967,1,26666,URBAN
ESSENDON,37369,2002,1,37369,URBAN
EVELYN,36974,2002,1,36974,RURAL
RINGWOOD,31471,1970,1,31471,URBAN
RINGWOOD,40734,1973,1,40734,URBAN
RINGWOOD,28530,1976,1,28530,URBAN
RINGWOOD,30448,1979,1,30448,URBAN
GEELONG,38480,2002,1,38480,METRO
RINGWOOD,31926,1982,1,31926,URBAN
GIPPSLAND EAST,37475,2002,1,37475,RURAL
GIPPSLAND SOUTH,36510,2002,1,36510,RURAL
RINGWOOD,29873,1985,1,29873,URBAN
HAWTHORN,36951,2002,1,36951,URBAN
RINGWOOD,31199,1988,1,31199,URBAN
RINGWOOD,40419,2014,1,40419,URBAN
RINGWOOD,41299,2018,1,41299,URBAN
RIPON,13924,1945,1,13924,RURAL
RIPON,14371,1947,1,14371,RURAL
RIPON,14953,1950,1,14953,RURAL
LOWAN,38381,2002,1,38381,RURAL
RIPON,15393,1952,1,15393,RURAL
RIPON,25704,1976,1,25704,RURAL
RIPON,26703,1979,1,26703,RURAL
MELBOURNE,33859,2002,1,33859,URBAN
RIPON,27322,1982,1,27322,RURAL
RIPON,29911,1985,1,29911,RURAL
RIPON,30677,1988,1,30677,RURAL
RIPON,31622,1992,1,31622,RURAL
RIPON,31819,1996,1,31819,RURAL
RIPON,31732,1999,1,31732,RURAL
MORNINGTON,34532,2002,1,34532,RURAL
RIPON,36044,2002,1,36044,RURAL
RIPON,36473,2006,1,36473,RURAL
RIPON,37619,2010,1,37619,RURAL
RIPON,45147,2014,1,45147,RURAL
RIPON,47774,2018,1,47774,RURAL
RIPON AND HAMPDEN,2203,1894,1,2203,RURAL
RIPON AND HAMPDEN,2656,1897,1,2656,RURAL
RIPON AND HAMPDEN,2912,1900,1,2912,RURAL
RIPON AND HAMPDEN,3288,1902,1,3288,RURAL
RIPPONLEA,18027,1955,1,18027,URBAN
RIPPONLEA,20536,1958,1,20536,URBAN
RIPPONLEA,19498,1961,1,19498,URBAN
POLWARTH,39179,2002,1,39179,RURAL
PRAHRAN,36856,2002,1,36856,URBAN
RIPPONLEA,19723,1964,1,19723,URBAN
RICHMOND,37052,2002,1,37052,URBAN
ROWVILLE,38834,2014,1,38834,URBAN
RODNEY,35177,2002,1,35177,RURAL
ROWVILLE,39893,2018,1,39893,URBAN
SANDHURST,5150,1894,2,2575,RURAL
SANDHURST,5099,1897,2,2549.5,RURAL
SANDHURST,5979,1900,2,2989.5,RURAL
SANDHURST,6660,1902,2,3330,RURAL
SANDHURST SOUTH,1963,1894,1,1963,RURAL
SANDHURST SOUTH,2218,1897,1,2218,RURAL
SANDHURST SOUTH,2344,1900,1,2344,RURAL
SANDHURST SOUTH,2471,1902,1,2471,RURAL
SANDRINGHAM,30062,1955,1,30062,URBAN
WILLIAMSTOWN,37526,2002,1,37526,URBAN
SANDRINGHAM,25231,1958,1,25231,URBAN
SANDRINGHAM,26818,1961,1,26818,URBAN
ALBERT PARK,43926,2006,1,43926,URBAN
SANDRINGHAM,27833,1964,1,27833,URBAN
BALLARAT EAST,37648,2006,1,37648,METRO
BALLARAT WEST,41283,2006,1,41283,METRO
SANDRINGHAM,25372,1967,1,25372,URBAN
SANDRINGHAM,25657,1970,1,25657,URBAN
SANDRINGHAM,27997,1973,1,27997,URBAN
BENALLA,35788,2006,1,35788,RURAL
BENAMBRA,35224,2006,1,35224,RURAL
BENDIGO EAST,38000,2006,1,38000,METRO
BENDIGO WEST,39557,2006,1,39557,METRO
SANDRINGHAM,29145,1976,1,29145,URBAN
SANDRINGHAM,28051,1979,1,28051,URBAN
BRIGHTON,36932,2006,1,36932,URBAN
SANDRINGHAM,27472,1982,1,27472,URBAN
BRUNSWICK,39734,2006,1,39734,URBAN
SANDRINGHAM,30800,1985,1,30800,URBAN
SANDRINGHAM,29414,1988,1,29414,URBAN
SANDRINGHAM,33237,1992,1,33237,URBAN
SANDRINGHAM,33745,1996,1,33745,URBAN
SANDRINGHAM,34629,1999,1,34629,URBAN
SANDRINGHAM,36083,2002,1,36083,URBAN
SANDRINGHAM,36376,2006,1,36376,URBAN
DANDENONG,34489,2006,1,34489,RURAL
SANDRINGHAM,37827,2010,1,37827,URBAN
SANDRINGHAM,41456,2014,1,41456,URBAN
SANDRINGHAM,45020,2018,1,45020,URBAN
ESSENDON,37601,2006,1,37601,URBAN
EVELYN,37693,2006,1,37693,RURAL
SCORESBY,13821,1945,1,13821,URBAN
SCORESBY,15868,1947,1,15868,URBAN
SCORESBY,17679,1950,1,17679,URBAN
SCORESBY,21451,1952,1,21451,URBAN
GEELONG,39307,2006,1,39307,METRO
SCORESBY,34177,1955,1,34177,URBAN
GIPPSLAND EAST,39024,2006,1,39024,RURAL
GIPPSLAND SOUTH,37314,2006,1,37314,RURAL
SCORESBY,25807,1958,1,25807,URBAN
HAWTHORN,38017,2006,1,38017,URBAN
SCORESBY,30627,1961,1,30627,URBAN
SCORESBY,36199,1964,1,36199,URBAN
SCORESBY,29242,1967,1,29242,URBAN
SCORESBY,40486,1970,1,40486,URBAN
SCORESBY,60500,1973,1,60500,URBAN
SCORESBY,37667,2002,1,37667,URBAN
LOWAN,38181,2006,1,38181,RURAL
SCORESBY,38226,2006,1,38226,URBAN
SCORESBY,39121,2010,1,39121,URBAN
SEYMOUR,31683,1992,1,31683,RURAL
MELBOURNE,38853,2006,1,38853,URBAN
SEYMOUR,33341,1996,1,33341,RURAL
SEYMOUR,35717,1999,1,35717,RURAL
SEYMOUR,35561,2002,1,35561,RURAL
SEYMOUR,38112,2006,1,38112,RURAL
SEYMOUR,41103,2010,1,41103,RURAL
SHEPPARTON,14772,1945,1,14772,RURAL
MORNINGTON,36934,2006,1,36934,RURAL
SHEPPARTON,15444,1947,1,15444,RURAL
SHEPPARTON,16315,1950,1,16315,RURAL
SHEPPARTON,16957,1952,1,16957,RURAL
SHEPPARTON,18929,1967,1,18929,RURAL
SHEPPARTON,20041,1970,1,20041,RURAL
SHEPPARTON,22929,1973,1,22929,RURAL
SHEPPARTON,25251,1976,1,25251,RURAL
SHEPPARTON,26880,1979,1,26880,RURAL
SHEPPARTON,29093,1982,1,29093,RURAL
SHEPPARTON,29622,1985,1,29622,RURAL
SHEPPARTON,31065,1988,1,31065,RURAL
SHEPPARTON,31635,1992,1,31635,RURAL
POLWARTH,40403,2006,1,40403,RURAL
PRAHRAN,38332,2006,1,38332,URBAN
SHEPPARTON,33104,1996,1,33104,RURAL
RICHMOND,38941,2006,1,38941,URBAN
SHEPPARTON,33823,1999,1,33823,RURAL
RODNEY,35652,2006,1,35652,RURAL
SHEPPARTON,35754,2002,1,35754,RURAL
SHEPPARTON,36206,2006,1,36206,RURAL
SHEPPARTON,38136,2010,1,38136,RURAL
SHEPPARTON,46190,2014,1,46190,RURAL
SHEPPARTON,48765,2018,1,48765,RURAL
SHEPPARTON AND EUROA,2027,1894,1,2027,RURAL
SHEPPARTON AND EUROA,2162,1897,1,2162,RURAL
SHEPPARTON AND EUROA,2403,1900,1,2403,RURAL
SHEPPARTON AND EUROA,2449,1902,1,2449,RURAL
SOUTH BARWON,25907,1976,1,25907,RURAL
WILLIAMSTOWN,37437,2006,1,37437,URBAN
SOUTH BARWON,29031,1979,1,29031,RURAL
SOUTH BARWON,31805,1982,1,31805,RURAL
ALBERT PARK,47148,2010,1,47148,URBAN
SOUTH BARWON,28343,1985,1,28343,RURAL
BALLARAT EAST,40578,2010,1,40578,METRO
BALLARAT WEST,43964,2010,1,43964,METRO
SOUTH BARWON,31167,1988,1,31167,RURAL
SOUTH BARWON,30907,1992,1,30907,RURAL
SOUTH BARWON,33512,1996,1,33512,RURAL
BENALLA,36987,2010,1,36987,RURAL
BENAMBRA,37242,2010,1,37242,RURAL
BENDIGO EAST,40730,2010,1,40730,METRO
BENDIGO WEST,41682,2010,1,41682,METRO
SOUTH BARWON,36107,1999,1,36107,RURAL
SOUTH BARWON,39290,2002,1,39290,RURAL
BRIGHTON,38366,2010,1,38366,URBAN
SOUTH BARWON,43002,2006,1,43002,RURAL
BRUNSWICK,42321,2010,1,42321,URBAN
SOUTH BARWON,48309,2010,1,48309,RURAL
SOUTH BARWON,44738,2014,1,44738,RURAL
SOUTH BARWON,54245,2018,1,54245,RURAL
SOUTH WEST COAST,40115,2002,1,40115,RURAL
SOUTH WEST COAST,41338,2006,1,41338,RURAL
SOUTH WEST COAST,43344,2010,1,43344,RURAL
SOUTH WEST COAST,44766,2014,1,44766,RURAL
DANDENONG,35535,2010,1,35535,RURAL
SOUTH WEST COAST,47500,2018,1,47500,RURAL
SOUTH YARRA,2453,1894,1,2453,URBAN
SOUTH YARRA,2491,1897,1,2491,URBAN
ESSENDON,39853,2010,1,39853,URBAN
EVELYN,40186,2010,1,40186,RURAL
SOUTH YARRA,2959,1900,1,2959,URBAN
SOUTH YARRA,2989,1902,1,2989,URBAN
SPRINGVALE,28035,1976,1,28035,URBAN
SPRINGVALE,30402,1979,1,30402,URBAN
GEELONG,40062,2010,1,40062,METRO
SPRINGVALE,32277,1982,1,32277,URBAN
GIPPSLAND EAST,41418,2010,1,41418,RURAL
GIPPSLAND SOUTH,39215,2010,1,39215,RURAL
SPRINGVALE,29650,1985,1,29650,URBAN
HAWTHORN,38753,2010,1,38753,URBAN
SPRINGVALE,30558,1988,1,30558,URBAN
SPRINGVALE,33567,1992,1,33567,URBAN
SPRINGVALE,34119,1996,1,34119,URBAN
SPRINGVALE,35438,1999,1,35438,URBAN
ST ALBANS,31574,1985,1,31574,URBAN
ST ALBANS,32708,1988,1,32708,URBAN
LOWAN,38478,2010,1,38478,RURAL
ST ALBANS,46041,2014,1,46041,URBAN
ST ALBANS,46678,2018,1,46678,URBAN
STAWELL,2217,1894,1,2217,RURAL
MELBOURNE,43916,2010,1,43916,URBAN
STAWELL,2216,1897,1,2216,RURAL
STAWELL,2224,1900,1,2224,RURAL
STAWELL,2357,1902,1,2357,RURAL
SUNBURY,41877,2014,1,41877,URBAN
SUNBURY,45588,2018,1,45588,URBAN
SUNSHINE,24017,1945,1,24017,URBAN
MORNINGTON,40195,2010,1,40195,RURAL
SUNSHINE,25589,1947,1,25589,URBAN
SUNSHINE,27820,1950,1,27820,URBAN
SUNSHINE,31577,1952,1,31577,URBAN
SUNSHINE,25628,1967,1,25628,URBAN
SUNSHINE,25557,1970,1,25557,URBAN
SUNSHINE,27665,1973,1,27665,URBAN
SUNSHINE,29727,1976,1,29727,URBAN
SUNSHINE,29798,1979,1,29798,URBAN
SUNSHINE,30363,1982,1,30363,URBAN
SUNSHINE,30351,1985,1,30351,URBAN
SUNSHINE,29265,1988,1,29265,URBAN
SUNSHINE,35091,1992,1,35091,URBAN
POLWARTH,42079,2010,1,42079,RURAL
PRAHRAN,39257,2010,1,39257,URBAN
SUNSHINE,36834,1996,1,36834,URBAN
RICHMOND,42025,2010,1,42025,URBAN
SUNSHINE,38506,1999,1,38506,URBAN
RODNEY,36437,2010,1,36437,RURAL
SYDENHAM,45303,2014,1,45303,URBAN
SYDENHAM,50841,2018,1,50841,URBAN
SYNDAL,28708,1967,1,28708,URBAN
SYNDAL,35111,1970,1,35111,URBAN
SYNDAL,41413,1973,1,41413,URBAN
SYNDAL,29192,1976,1,29192,URBAN
SYNDAL,29789,1979,1,29789,URBAN
SYNDAL,29734,1982,1,29734,URBAN
SYNDAL,29182,1985,1,29182,URBAN
SYNDAL,28610,1988,1,28610,URBAN
WILLIAMSTOWN,38966,2010,1,38966,URBAN
TALBOT AND AVOCA,1862,1894,1,1862,RURAL
TALBOT AND AVOCA,1882,1897,1,1882,RURAL
ALBERT PARK,43134,2014,1,43134,URBAN
TALBOT AND AVOCA,2403,1900,1,2403,RURAL
TALBOT AND AVOCA,1935,1902,1,1935,RURAL
TARNEIT,37135,2002,1,37135,URBAN
TARNEIT,41235,2006,1,41235,URBAN
BENAMBRA,44259,2014,1,44259,RURAL
BENDIGO EAST,43982,2014,1,43982,METRO
BENDIGO WEST,42505,2014,1,42505,METRO
TARNEIT,47784,2010,1,47784,URBAN
TARNEIT,43971,2014,1,43971,URBAN
BRIGHTON,42924,2014,1,42924,URBAN
TARNEIT,53882,2018,1,53882,URBAN
BRUNSWICK,46954,2014,1,46954,URBAN
THOMASTOWN,29739,1985,1,29739,URBAN
THOMASTOWN,34598,1988,1,34598,URBAN
THOMASTOWN,33112,1992,1,33112,URBAN
THOMASTOWN,34330,1996,1,34330,URBAN
THOMASTOWN,35416,1999,1,35416,URBAN
THOMASTOWN,38102,2002,1,38102,URBAN
THOMASTOWN,36458,2006,1,36458,URBAN
THOMASTOWN,36853,2010,1,36853,URBAN
THOMASTOWN,39826,2014,1,39826,URBAN
DANDENONG,41199,2014,1,41199,RURAL
THOMASTOWN,44619,2018,1,44619,URBAN
TULLAMARINE,32178,1992,1,32178,URBAN
ESSENDON,44129,2014,1,44129,URBAN
TULLAMARINE,36359,1996,1,36359,URBAN
EVELYN,40174,2014,1,40174,RURAL
TULLAMARINE,39652,1999,1,39652,URBAN
UPPER YARRA,11556,1927,1,11556,RURAL
UPPER YARRA,12281,1929,1,12281,RURAL
UPPER YARRA,13585,1932,1,13585,RURAL
GEELONG,45026,2014,1,45026,METRO
UPPER YARRA,14294,1935,1,14294,RURAL
GIPPSLAND EAST,43113,2014,1,43113,RURAL
GIPPSLAND SOUTH,40241,2014,1,40241,RURAL
UPPER YARRA,15239,1937,1,15239,RURAL
HAWTHORN,42149,2014,1,42149,URBAN
UPPER YARRA,15859,1940,1,15859,RURAL
UPPER YARRA,18690,1943,1,18690,RURAL
VILLIERS AND HEYTESBURY,2229,1894,1,2229,RURAL
VILLIERS AND HEYTESBURY,2384,1897,1,2384,RURAL
VILLIERS AND HEYTESBURY,2719,1900,1,2719,RURAL
LOWAN,42797,2014,1,42797,RURAL
VILLIERS AND HEYTESBURY,2708,1902,1,2708,RURAL
WANGARATTA AND OVENS,9306,1927,1,9306,RURAL
MELBOURNE,43801,2014,1,43801,URBAN
WANGARATTA AND OVENS,9513,1929,1,9513,RURAL
WANGARATTA AND OVENS,10338,1932,1,10338,RURAL
WANGARATTA AND OVENS,11206,1935,1,11206,RURAL
WANGARATTA AND OVENS,11208,1937,1,11208,RURAL
WANGARATTA AND OVENS,11415,1940,1,11415,RURAL
MORNINGTON,43622,2014,1,43622,RURAL
WANGARATTA AND OVENS,11327,1943,1,11327,RURAL
WANGARATTA AND RUTHERGLEN,2407,1894,1,2407,RURAL
WANGARATTA AND RUTHERGLEN,3559,1897,1,3559,RURAL
WANGARATTA AND RUTHERGLEN,3585,1900,1,3585,RURAL
WANGARATTA AND RUTHERGLEN,3982,1902,1,3982,RURAL
WANTIRNA,29838,1976,1,29838,URBAN
WANTIRNA,36973,1979,1,36973,URBAN
WANTIRNA,43618,1982,1,43618,URBAN
WANTIRNA,28508,1985,1,28508,URBAN
WANTIRNA,31044,1988,1,31044,URBAN
WANTIRNA,32121,1992,1,32121,URBAN
WANTIRNA,35087,1996,1,35087,URBAN
WANTIRNA,37964,1999,1,37964,URBAN
POLWARTH,43277,2014,1,43277,RURAL
PRAHRAN,44075,2014,1,44075,URBAN
WARRANDYTE,29363,1976,1,29363,URBAN
RICHMOND,46690,2014,1,46690,URBAN
WARRANDYTE,32056,1979,1,32056,URBAN
WARRANDYTE,35894,1982,1,35894,URBAN
WARRANDYTE,28506,1985,1,28506,URBAN
WARRANDYTE,33082,1988,1,33082,URBAN
WARRANDYTE,30559,1992,1,30559,URBAN
WARRANDYTE,32457,1996,1,32457,URBAN
WARRANDYTE,34386,1999,1,34386,URBAN
WARRANDYTE,39069,2002,1,39069,URBAN
WARRANDYTE,39590,2006,1,39590,URBAN
WARRANDYTE,41472,2010,1,41472,URBAN
WARRANDYTE,43008,2014,1,43008,URBAN
WARRANDYTE,43282,2018,1,43282,URBAN
WARREN NORTH,35036,2002,1,35036,URBAN
WARREN NORTH,37223,2006,1,37223,URBAN
WARREN NORTH,40203,2010,1,40203,URBAN
WILLIAMSTOWN,47162,2014,1,47162,URBAN
WARREN NORTH,43281,2014,1,43281,URBAN
WARREN NORTH,44724,2018,1,44724,URBAN
ALBERT PARK,48949,2018,1,48949,URBAN
WARREN SOUTH,37578,2002,1,37578,URBAN
WARREN SOUTH,45871,2006,1,45871,URBAN
WARREN SOUTH,52340,2010,1,52340,URBAN
WARREN SOUTH,45818,2014,1,45818,URBAN
BENAMBRA,48795,2018,1,48795,RURAL
BENDIGO EAST,48899,2018,1,48899,METRO
BENDIGO WEST,45324,2018,1,45324,METRO
WARREN SOUTH,49506,2018,1,49506,URBAN
WARRENHEIP AND GRENVILLE,9743,1927,1,9743,RURAL
BRIGHTON,45224,2018,1,45224,URBAN
WARRENHEIP AND GRENVILLE,9733,1929,1,9733,RURAL
BRUNSWICK,53340,2018,1,53340,URBAN
WARRENHEIP AND GRENVILLE,10354,1932,1,10354,RURAL
WARRENHEIP AND GRENVILLE,10736,1935,1,10736,RURAL
WARRENHEIP AND GRENVILLE,10637,1937,1,10637,RURAL
WARRENHEIP AND GRENVILLE,10398,1940,1,10398,RURAL
WARRENHEIP AND GRENVILLE,10121,1943,1,10121,RURAL
WENDOUREE,40549,2014,1,40549,URBAN
WENDOUREE,43575,2018,1,43575,URBAN
WERRIBEE,28482,1976,1,28482,URBAN
WERRIBEE,34550,1979,1,34550,URBAN
DANDENONG,42361,2018,1,42361,RURAL
WERRIBEE,42004,1982,1,42004,URBAN
WERRIBEE,29424,1985,1,29424,URBAN
ESSENDON,48427,2018,1,48427,URBAN
WERRIBEE,36954,1988,1,36954,URBAN
EVELYN,43159,2018,1,43159,RURAL
WERRIBEE,32645,1992,1,32645,URBAN
WERRIBEE,38146,1996,1,38146,URBAN
WERRIBEE,41644,1999,1,41644,URBAN
WERRIBEE,41377,2014,1,41377,URBAN
GEELONG,47575,2018,1,47575,METRO
WERRIBEE,46282,2018,1,46282,URBAN
GIPPSLAND EAST,46335,2018,1,46335,RURAL
GIPPSLAND SOUTH,42564,2018,1,42564,RURAL
WEST RICHMOND,2177,1894,1,2177,URBAN
HAWTHORN,44828,2018,1,44828,URBAN
WEST RICHMOND,2452,1897,1,2452,URBAN
WEST RICHMOND,2482,1900,1,2482,URBAN
WEST RICHMOND,2603,1902,1,2603,URBAN
WESTERNPORT,26603,1976,1,26603,URBAN
WESTERNPORT,31323,1979,1,31323,URBAN
LOWAN,43436,2018,1,43436,RURAL
WESTERNPORT,34426,1982,1,34426,URBAN
WHITTLESEA,30198,1985,1,30198,URBAN
MELBOURNE,50393,2018,1,50393,URBAN
WHITTLESEA,36874,1988,1,36874,RURAL
WIMMERA,33507,1992,1,33507,RURAL
WIMMERA,33166,1996,1,33166,RURAL
WIMMERA,32652,1999,1,32652,RURAL
WINDERMERE,1580,1894,1,1580,RURAL
MORNINGTON,47184,2018,1,47184,RURAL
WINDERMERE,1500,1897,1,1500,RURAL
WINDERMERE,1746,1900,1,1746,RURAL
WINDERMERE,1696,1902,1,1696,RURAL
WONTHAGGI,9662,1927,1,9662,RURAL
WONTHAGGI,9902,1929,1,9902,RURAL
WONTHAGGI,10605,1932,1,10605,RURAL
WONTHAGGI,10450,1935,1,10450,RURAL
WONTHAGGI,10031,1937,1,10031,RURAL
WONTHAGGI,9899,1940,1,9899,RURAL
WONTHAGGI,9734,1943,1,9734,RURAL
WONTHAGGI,14849,1945,1,14849,RURAL
WONTHAGGI,15393,1947,1,15393,RURAL
WONTHAGGI,15452,1950,1,15452,RURAL
POLWARTH,45895,2018,1,45895,RURAL
PRAHRAN,50373,2018,1,50373,URBAN
WONTHAGGI,15495,1952,1,15495,RURAL
RICHMOND,54680,2018,1,54680,URBAN
YAN YEAN,30931,1992,1,30931,URBAN
YAN YEAN,34679,1996,1,34679,URBAN
YAN YEAN,38305,1999,1,38305,URBAN
YAN YEAN,34895,2002,1,34895,URBAN
YAN YEAN,41083,2006,1,41083,URBAN
YAN YEAN,54134,2010,1,54134,URBAN
YAN YEAN,44963,2014,1,44963,URBAN
YAN YEAN,58159,2018,1,58159,URBAN
YARRAVILLE,21885,1958,1,21885,URBAN
YARRAVILLE,21859,1961,1,21859,URBAN
YARRAVILLE,20186,1964,1,20186,URBAN
YARRAWONGA,2969,1900,1,2969,RURAL
YUROKE,35943,2002,1,35943,URBAN
YUROKE,41502,2006,1,41502,URBAN
YUROKE,48425,2010,1,48425,URBAN
WILLIAMSTOWN,50919,2018,1,50919,URBAN
YUROKE,43811,2014,1,43811,URBAN
YUROKE,58068,2018,1,58068,URBAN
SWAN HILL,8837,1927,1,8837,RURAL
